Index,Date,Hour,PMIS - Total Customer Throughput (Unadjusted),Week Number,Weekday
391,2015-04-22,16:00:00,107,17,Wednesday
392,2015-04-22,17:00:00,109,17,Wednesday
393,2015-04-22,19:00:00,30,17,Wednesday
394,2015-04-22,20:00:00,135,17,Wednesday
395,2015-04-23,11:00:00,100,17,Thursday
396,2015-04-23,18:00:00,45,17,Thursday
397,2015-04-23,20:00:00,58,17,Thursday
398,2015-04-23,21:00:00,127,17,Thursday
399,2015-04-24,11:00:00,95,17,Friday
400,2015-04-24,19:00:00,123,17,Friday
401,2015-04-24,20:00:00,75,17,Friday
402,2015-04-25,11:00:00,108,17,Saturday
403,2015-04-25,15:00:00,202,17,Saturday
404,2015-04-25,20:00:00,99,17,Saturday
405,2015-04-25,21:00:00,161,17,Saturday
406,2015-04-26,11:00:00,20,17,Sunday
407,2015-04-26,12:00:00,144,17,Sunday
408,2015-04-26,14:00:00,67,17,Sunday
409,2015-04-26,15:00:00,91,17,Sunday
410,2015-04-27,15:00:00,54,18,Monday
411,2015-04-27,19:00:00,68,18,Monday
412,2015-04-28,15:00:00,57,18,Tuesday
413,2015-04-28,19:00:00,45,18,Tuesday
414,2015-04-28,21:00:00,168,18,Tuesday
415,2015-04-29,15:00:00,74,18,Wednesday
416,2015-04-29,16:00:00,26,18,Wednesday
417,2015-04-29,18:00:00,68,18,Wednesday
418,2015-04-29,19:00:00,97,18,Wednesday
419,2015-04-29,20:00:00,41,18,Wednesday
420,2015-04-29,21:00:00,26,18,Wednesday
421,2015-04-30,15:00:00,65,18,Thursday
422,2015-04-30,19:00:00,59,18,Thursday
423,2015-04-30,21:00:00,45,18,Thursday
424,2015-05-01,11:00:00,137,18,Friday
425,2015-05-01,15:00:00,284,18,Friday
426,2015-05-01,16:00:00,25,18,Friday
427,2015-05-01,17:00:00,19,18,Friday
428,2015-05-01,19:00:00,189,18,Friday
429,2015-05-01,20:00:00,68,18,Friday
430,2015-05-02,12:00:00,115,18,Saturday
431,2015-05-02,14:00:00,96,18,Saturday
432,2015-05-02,15:00:00,176,18,Saturday
433,2015-05-02,19:00:00,72,18,Saturday
434,2015-05-02,21:00:00,99,18,Saturday
435,2015-05-03,11:00:00,160,18,Sunday
436,2015-05-03,14:00:00,74,18,Sunday
437,2015-05-03,15:00:00,147,18,Sunday
438,2015-05-03,19:00:00,135,18,Sunday
439,2015-05-03,20:00:00,77,18,Sunday
440,2015-05-04,11:00:00,75,19,Monday
441,2015-05-04,14:00:00,98,19,Monday
442,2015-05-04,15:00:00,126,19,Monday
443,2015-05-04,16:00:00,78,19,Monday
444,2015-05-04,19:00:00,43,19,Monday
445,2015-05-05,14:00:00,76,19,Tuesday
446,2015-05-05,20:00:00,50,19,Tuesday
447,2015-05-05,21:00:00,27,19,Tuesday
448,2015-05-06,11:00:00,74,19,Wednesday
449,2015-05-06,12:00:00,38,19,Wednesday
450,2015-05-06,14:00:00,152,19,Wednesday
451,2015-05-06,15:00:00,133,19,Wednesday
452,2015-05-06,17:00:00,68,19,Wednesday
453,2015-05-06,19:00:00,174,19,Wednesday
454,2015-05-07,11:00:00,60,19,Thursday
455,2015-05-07,12:00:00,85,19,Thursday
456,2015-05-07,14:00:00,73,19,Thursday
457,2015-05-07,20:00:00,56,19,Thursday
458,2015-05-08,11:00:00,104,19,Friday
459,2015-05-08,15:00:00,181,19,Friday
460,2015-05-08,16:00:00,127,19,Friday
461,2015-05-08,19:00:00,173,19,Friday
462,2015-05-08,20:00:00,55,19,Friday
463,2015-05-09,11:00:00,109,19,Saturday
464,2015-05-09,14:00:00,73,19,Saturday
465,2015-05-09,15:00:00,92,19,Saturday
466,2015-05-09,19:00:00,55,19,Saturday
467,2015-05-10,11:00:00,105,19,Sunday
468,2015-05-10,13:00:00,100,19,Sunday
469,2015-05-10,14:00:00,88,19,Sunday
470,2015-05-10,19:00:00,197,19,Sunday
471,2015-05-11,11:00:00,102,20,Monday
472,2015-05-11,12:00:00,25,20,Monday
473,2015-05-11,14:00:00,77,20,Monday
474,2015-05-11,15:00:00,87,20,Monday
475,2015-05-11,16:00:00,42,20,Monday
476,2015-05-11,18:00:00,33,20,Monday
477,2015-05-12,15:00:00,76,20,Tuesday
478,2015-05-13,14:00:00,79,20,Wednesday
479,2015-05-13,15:00:00,179,20,Wednesday
480,2015-05-13,16:00:00,39,20,Wednesday
481,2015-05-13,19:00:00,144,20,Wednesday
482,2015-05-13,20:00:00,46,20,Wednesday
483,2015-05-14,11:00:00,75,20,Thursday
484,2015-05-14,12:00:00,82,20,Thursday
485,2015-05-14,14:00:00,68,20,Thursday
486,2015-05-14,20:00:00,52,20,Thursday
487,2015-05-15,10:00:00,18,20,Friday
488,2015-05-15,11:00:00,75,20,Friday
489,2015-05-15,14:00:00,97,20,Friday
490,2015-05-15,15:00:00,150,20,Friday
491,2015-05-15,16:00:00,89,20,Friday
492,2015-05-15,18:00:00,116,20,Friday
493,2015-05-15,19:00:00,31,20,Friday
494,2015-05-15,20:00:00,24,20,Friday
495,2015-05-16,10:00:00,132,20,Saturday
496,2015-05-16,14:00:00,63,20,Saturday
497,2015-05-16,15:00:00,168,20,Saturday
498,2015-05-17,11:00:00,119,20,Sunday
499,2015-05-17,14:00:00,47,20,Sunday
500,2015-05-17,15:00:00,135,20,Sunday
501,2015-05-17,19:00:00,102,20,Sunday
502,2015-05-17,20:00:00,75,20,Sunday
503,2015-05-18,11:00:00,28,21,Monday
504,2015-05-18,12:00:00,90,21,Monday
505,2015-05-18,14:00:00,91,21,Monday
506,2015-05-18,15:00:00,79,21,Monday
507,2015-05-18,16:00:00,51,21,Monday
508,2015-05-18,20:00:00,46,21,Monday
509,2015-05-19,14:00:00,16,21,Tuesday
510,2015-05-19,15:00:00,58,21,Tuesday
511,2015-05-19,20:00:00,32,21,Tuesday
512,2015-05-19,21:00:00,39,21,Tuesday
513,2015-05-20,18:00:00,152,21,Wednesday
514,2015-05-20,19:00:00,56,21,Wednesday
515,2015-05-21,11:00:00,146,21,Thursday
516,2015-05-21,12:00:00,52,21,Thursday
517,2015-05-21,14:00:00,24,21,Thursday
518,2015-05-21,15:00:00,59,21,Thursday
519,2015-05-21,19:00:00,42,21,Thursday
520,2015-05-21,21:00:00,156,21,Thursday
521,2015-05-22,14:00:00,76,21,Friday
522,2015-05-22,15:00:00,81,21,Friday
523,2015-05-22,16:00:00,121,21,Friday
524,2015-05-22,18:00:00,246,21,Friday
525,2015-05-23,11:00:00,20,21,Saturday
526,2015-05-23,12:00:00,127,21,Saturday
527,2015-05-23,14:00:00,203,21,Saturday
528,2015-05-23,19:00:00,54,21,Saturday
